# 2026-04-03 会议纪要观点原子提取
# source_doc_id: 20260403_B01
# 提取日期: 2026-04-21

SEGMENT_ID|序号|speaker|claim_type|primary_factor|secondary_factor_id|secondary_factor_label|direction|magnitude|time_horizon|confidence|summary_20_50字|raw_text_原文关键句
2026-04-03_09|005|项墩伟|条件触发判断|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|二永方面关注下周开始的新发，若供给阶段性扰动下二永有所调整，可以适当关注逢高配置机会|二永方面关注下周开始的新发，目前工行、中信、招商均有发行计划，若供给阶段性扰动下二永有所调整，可以适当关注逢高配置机会

# Segment 2026-04-03_10 - 武玥 结论
2026-04-03_10|001|武玥|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.8|短端资金面维持宽松格局，曲线呈现短端极致压缩特征|短端资金面维持宽松格局，曲线呈现短端极致压缩特征
2026-04-03_10|002|武玥|条件触发判断|政策面因子|PL_006|央行态度与信号|利多|一般|短期(1M以内)|0.65|若央行延续当前政策态度，可适度关注长端利差短期压缩及期限利差波段交易机会|若央行延续当前政策态度，可适度关注长端利差短期压缩及期限利差波段交易机会

# Segment 2026-04-03_11 - 武玥 具体分析
2026-04-03_11|001|武玥|事实判断|流动性因子|LQ_002|央行投放节奏|利多|一般|短期(1M以内)|0.75|央行连续开展5亿元、10亿元小额逆回购并明确全额满足一级交易商需求，体现政策态度未转向收紧|央行连续开展5亿元、10亿元小额逆回购并明确全额满足一级交易商需求，体现政策态度未转向收紧
2026-04-03_11|002|武玥|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.8|市场资金面仍非常宽松，短端资产表现强劲|市场资金面仍非常宽松，短端资产表现强劲
2026-04-03_11|003|武玥|方向判断|市场情绪因子|MS_009|信用利差|利多|一般|短期(1M以内)|0.7|国开债因存在利差空间相对更具吸引力，国债则因利率已处低位，收益率曲线整体呈现短端极致压缩状态|国开债因存在利差空间相对更具吸引力，国债则因利率已处低位，收益率曲线整体呈现短端极致压缩状态
2026-04-03_11|004|武玥|条件触发判断|政策面因子|PL_006|央行态度与信号|利多|一般|短期(1M以内)|0.65|若央行维持当前操作思路，即非实质性收紧货币政策，可适度关注长端利差的短期压缩机会|若央行维持当前操作思路，即非实质性收紧货币政策，而是通过稳定宽松预期对冲经济下行压力，则在当前曲线结构下可适度关注长端利差的短期压缩机会
2026-04-03_11|005|武玥|因果链条|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.65|若资金面持续宽松，市场或从避险需求或油价高位可能引发衰退的更长逻辑出发，被动配置资产以获取收益|若资金面持续宽松，市场或从避险需求或油价高位可能引发衰退的更长逻辑出发，被动配置资产以获取收益

# Segment 2026-04-03_12 - 柴颖颖 结论
2026-04-03_12|001|柴颖颖|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.7|当前债市处于多空激烈博弈的拉锯状态，短期不确定性仍存|当前债市处于多空激烈博弈的拉锯状态，短期不确定性仍存
2026-04-03_12|002|柴颖颖|因果链条|机构行为因子|IB_012|配置盘行为|中性|一般|中期(1-3M)|0.65|内需修复预期与机构再平衡行为或推动收益率曲线动态调整|但内需修复预期与机构再平衡行为或推动收益率曲线动态调整
2026-04-03_12|003|柴颖颖|方向判断|机构行为因子|IB_009|绝对收益约束|中性|一般|中期(1-3M)|0.6|信用债配置收益率若低于去年，其他非债资产回报需相应提升，后续需关注这一逻辑的验证过程|信用债配置收益率若低于去年，其他非债资产回报需相应提升，后续需关注这一逻辑的验证过程

# Segment 2026-04-03_13 - 柴颖颖 具体分析
2026-04-03_13|001|柴颖颖|方向判断|市场情绪因子|MS_001|风险偏好变化|利多|一般|短期(1M以内)|0.7|目前债市整体预期仍偏乐观|目前债市整体预期仍偏乐观
2026-04-03_13|002|柴颖颖|因果链条|市场情绪因子|MS_003|拥挤交易程度|利空|一般|短期(1M以内)|0.65|内需修复节奏不畅、避险情绪升温及股市波动等因素导致部分资金拥挤于短债、货基等短期限品种|内需修复节奏不畅、避险情绪升温及股市波动等因素导致部分资金拥挤于短债、货基等短期限品种，推高期限利差
2026-04-03_13|003|柴颖颖|因果链条|机构行为因子|IB_012|配置盘行为|中性|一般|中期(1-3M)|0.6|若内需呈现逐级修复态势，收益率曲线尤其是短端可能因机构行为或不同类型资产再平衡过程而需要动态调整|若内需呈现逐级修复态势，收益率曲线尤其是短端可能因机构行为（配置户、理财户等）或不同类型资产再平衡过程而需要动态调整
2026-04-03_13|004|柴颖颖|方向判断|机构行为因子|IB_009|绝对收益约束|中性|一般|中期(1-3M)|0.6|若今年债市信用配置收益率低于去年，理论上其他非债资产回报应相应提升，但一季度数据尚未体现此特征|若今年债市信用配置收益率低于去年，理论上其他非债资产回报应相应提升，但一季度数据尚未体现此特征

# Segment 2026-04-03_14 - 姜之媛 结论
2026-04-03_14|001|姜之媛|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.7|债市短期维持窄幅震荡格局，多空力量拉锯下适合以票息策略为主|债市短期维持窄幅震荡格局，多空力量拉锯下适合以票息策略为主
2026-04-03_14|002|姜之媛|交易表达|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.65|短端不建议追涨|短端不建议追涨
2026-04-03_14|003|姜之媛|交易表达|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.65|需动态跟踪衰退交易边际变化及资金面动向，灵活调整仓位结构|需动态跟踪衰退交易边际变化及资金面动向，灵活调整仓位结构

# Segment 2026-04-03_15 - 姜之媛 具体分析
2026-04-03_15|001|姜之媛|方向判断|市场情绪因子|MS_001|风险偏好变化|利多|一般|短期(1M以内)|0.7|债券近期走势超预期偏强，10年期国债全周窄幅震荡约2BP|债券近期走势超预期偏强，10年期国债全周窄幅震荡约2BP
2026-04-03_15|002|姜之媛|因果链条|市场情绪因子|MS_001|风险偏好变化|利多|一般|短期(1M以内)|0.65|衰退交易预期边际升温，收益率曲线陡峭化赋予资金压缩利差的动力|一是衰退交易预期边际升温，收益率曲线陡峭化（30-10、10-1均走阔）赋予资金压缩利差的动力
2026-04-03_15|003|姜之媛|因果链条|市场情绪因子|MS_001|风险偏好变化|利多|一般|短期(1M以内)|0.65|A股及全球Risk off环境下机构资金流入债市体现避险需求|二是A股及全球Risk off环境下机构资金流入债市体现避险需求
2026-04-03_15|004|姜之媛|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.7|当前多空力量相互牵制，市场分歧显著|当前多空力量相互牵制，市场分歧显著（卖方路演观点一多一空）
2026-04-03_15|005|姜之媛|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|当前行情适合继续获取票息收益|策略上，当前行情适合继续获取票息收益
2026-04-03_15|006|姜之媛|风险提示|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.7|短端收益率压缩过快不建议追涨，资产涨多本身即构成风险|但短端收益率压缩过快不建议追涨，需密切关注央行公开市场操作、资金面变化及大行关键时点融出动态；市场虽未达狂热阶段，但资产涨多本身即构成风险
2026-04-03_15|007|姜之媛|事实判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|2月28日美伊冲突以来全球资产多交易类滞胀叙事，但3月22-28日出现边际变化|关于衰退交易时点，2月28日美伊冲突以来全球资产多交易类滞胀叙事，但3月22-28日出现边际变化
2026-04-03_15|008|姜之媛|方向判断|市场情绪因子|MS_001|风险偏好变化|利多|一般|中期(1-3M)|0.65|衰退可能逐步显现，债券或相对权益与商品先行见底|衰退可能逐步显现，债券或相对权益与商品先行见底，后续需逐步跟踪资产边际变化并调整配置思路

# Segment 2026-04-03_16 - 王本浩 结论
2026-04-03_16|001|王本浩|方向判断|基本面因子|FD_007|通胀|利空|显著|短期(1M以内)|0.75|通胀预期与输入性压力构成当前债市核心变量|通胀预期与输入性压力构成当前债市核心变量
2026-04-03_16|002|王本浩|交易表达|机构行为因子|IB_012|配置盘行为|利多|显著|短期(1M以内)|0.75|短端信用债仍具配置价值且建议适度降久期|短端信用债仍具配置价值且建议适度降久期
2026-04-03_16|003|王本浩|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|长债方面10年期可关注价值配置，30年期以交易机会为主|长债方面10年期可关注价值配置，30年期以交易机会为主
2026-04-03_16|004|王本浩|条件触发判断|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.65|二永债新发或带来阶段性布局窗口|二永债新发或带来阶段性布局窗口

# Segment 2026-04-03_17 - 王本浩 具体分析
2026-04-03_17|001|王本浩|方向判断|基本面因子|FD_007|通胀|利空|显著|短期(1M以内)|0.75|当前债市关键变量在于通胀，伊朗局势虽带来资金面不确定性，但输入性通胀压力难免|当前债市关键变量在于通胀，伊朗局势虽带来资金面不确定性，但输入性通胀压力难免
2026-04-03_17|002|王本浩|因果链条|基本面因子|FD_007|通胀|利空|一般|短期(1M以内)|0.65|外卖补贴已有所减少，若政策有效落地或助推后续通胀上行|CPI方面，经济日报发文严厉指控外卖补贴与通缩的关联性，测算显示去年外卖竞争对CPI月度拖累约0.24-0.27个百分点，近期观察外卖补贴已有所减少，若政策有效落地或助推后续通胀上行
2026-04-03_17|003|王本浩|方向判断|基本面因子|FD_001|经济评估|利多|一般|短期(1M以内)|0.7|整体认可经济温和复苏逻辑，3月PMI超季节性上行提供支撑|整体认可经济温和复苏逻辑，3月PMI超季节性上行提供支撑
2026-04-03_17|004|王本浩|交易表达|机构行为因子|IB_012|配置盘行为|利多|显著|短期(1M以内)|0.75|短端仍相对看好，资金面宽松格局对短端资产形成支撑|信用债方面，短端仍相对看好，资金面宽松格局对短端资产形成支撑
2026-04-03_17|005|王本浩|交易表达|机构行为因子|IB_004|ETF申赎行为|中性|一般|短期(1M以内)|0.65|3年期品种相对稳健，1年期与5年期需求有所弱化，建议信用债配置适度降久期|需求结构上，二季度4月份同业存单发行规模明显收窄，3年期品种相对稳健，1年期与5年期需求有所弱化，建议信用债配置适度降久期
2026-04-03_17|006|王本浩|事实判断|机构行为因子|IB_002|信用利差机会|利多|一般|短期(1M以内)|0.75|上周后半周加仓5年期普二级债，当前信用点差处于历史相对高分位数、全市场表现坚挺|二永债方面，上周后半周加仓5年期普二级债，买入收益率2.0925%，当前信用点差处于历史相对高分位数、全市场表现坚挺

# Segment 2026-04-03_18 - 高喆 结论
2026-04-03_18|001|高喆|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.7|本周债券曲线绝对水平及陡峭程度预计均呈震荡格局，策略上维持中性观点|本周债券曲线绝对水平及陡峭程度预计均呈震荡格局，策略上维持中性观点
2026-04-03_18|002|高喆|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.65|长端点位偏高但基本面与供给预期制约其表现，曲线或从走陡逐步转向走平|长端点位偏高但基本面与供给预期制约其表现，曲线或从走陡逐步转向走平
2026-04-03_18|003|高喆|风险提示|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.65|短端需求旺盛但点位保护有限，建议关注因子信号动态调整|短端需求旺盛但点位保护有限，建议关注因子信号动态调整

# Segment 2026-04-03_19 - 高喆 具体分析
2026-04-03_19|001|高喆|验证指标|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.75|上周5年期二永债收益率下行0.4BP，30-5年期利差走阔2.7BP，实际运行结果基本验证判断|上周策略观点预测曲线绝对水平震荡、陡峭程度略微看陡，实际运行结果基本验证判断：5年期二永债收益率下行0.4BP，30-5年期利差走阔2.7BP
2026-04-03_19|002|高喆|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.7|本周观点维持与上周持平，曲线绝对水平及陡峭程度预计均呈震荡态势|本周观点维持与上周持平，曲线绝对水平及陡峭程度预计均呈震荡态势
2026-04-03_19|003|高喆|方向判断|市场情绪因子|MS_009|信用利差|中性|一般|短期(1M以内)|0.7|期限因子显示长端绝对点位相较短端信用债仍偏高，但基本面与供给预期均不利于长债宏观趋势|因子分析方面，期限因子显示长端绝对点位相较短端信用债仍偏高（尤其地方债品种），但基本面与供给预期均不利于长债宏观趋势
2026-04-03_19|004|高喆|方向判断|市场情绪因子|MS_003|拥挤交易程度|中性|一般|短期(1M以内)|0.65|短端动量因子处于震荡区间，短端需求虽仍旺盛但当前点位保护已不充足|短端动量因子处于震荡区间，短端需求虽仍旺盛但当前点位保护已不充足

# Segment 2026-04-03_20 - 张帆 结论
2026-04-03_20|001|张帆|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.8|短端利率下行超预期但空间有限，强劲配置力量支撑信用债低位运行|短端利率下行超预期但空间有限，强劲配置力量支撑信用债低位运行
