SEGMENT_ID|序号|speaker|claim_type|primary_factor|secondary_factor_id|secondary_factor_label|direction|magnitude|time_horizon|confidence|summary_20_50字|raw_text_原文关键句
2026-04-10_03|001|张晶|方向判断|基本面因子|FD_001|经济评估|利空|一般|中期|0.75|宏观基本面评分维持2分，基本面格局呈"外热内温"特征|宏观基本面评分维持2分，政策面亦维持2分
2026-04-10_03|002|张晶|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期|0.85|资金面评分上调至4分，极度宽松仍是当前最坚实支撑|资金面极度宽松仍是当前最坚实支撑
2026-04-10_03|003|张晶|事实判断|流动性因子|LQ_003|同业存单利率|中性|边际|短期|0.7|存单利率评分调整为3分|唯一变化在于对存单利率的评分调整为3分
2026-04-10_03|004|张晶|风险提示|市场情绪因子|MS_001|风险偏好变化|利空|边际|短期|0.7|海外市场不确定性加剧及权益市场大幅波动可能对市场心态产生微妙干扰|海外市场不确定性加剧，叠加周边权益市场的大幅波动，若此类情形持续反复，可能对市场心态产生微妙干扰
2026-04-10_03|005|张晶|事实判断|基本面因子|FD_006|出口数据|利空|一般|中期|0.75|3月出口大概率维持5%-8%较高增速，内需企稳叠加复苏预期渲染或成阶段性隐患|3月出口大概率维持正增长甚至5%-8%的较高增速，内需企稳迹象叠加官方及学术机构对复苏预期的宣传渲染，虽分析逻辑存在争议，但市场情绪驱动下或成为阶段性隐患
2026-04-10_03|006|张晶|方向判断|机构行为因子|IB_012|配置盘行为|中性|一般|短期|0.7|机构行为分化明显，市场对后市判断存在谨慎与乐观的分歧|机构行为分化明显，市场对后市判断存在谨慎与乐观的分歧
2026-04-10_03|007|张晶|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期|0.7|短期内多空因素博弈中情绪面或占据首要位置|短期内多空因素博弈中情绪面或占据首要位置
2026-04-10_04|001|沈文思|方向判断|基本面因子|FD_001|经济评估|利空|一般|中期|0.75|一季度数据普遍偏强对债市并不友好|基本面维持2分评分，一季度数据普遍偏强对债市并不友好
2026-04-10_04|002|沈文思|交易表达|市场情绪因子|MS_004|久期策略|利多|边际|中期|0.7|短端确定性较高但性价比已回落，长端可在底仓基础上适度拉久期|短端确定性较高但性价比已回落，长端可在底仓基础上适度拉久期
2026-04-10_04|003|沈文思|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.75|整体维持震荡格局，等待预期差带来的机会|整体维持震荡格局，等待预期差带来的机会
2026-04-10_05|001|沈文思|事实判断|基本面因子|FD_002|通胀走势|中性|边际|短期|0.8|CPI环比受油气有色拉动，核心CPI受服务价格季节性回落及猪肉下跌拖累|CPI方面，环比主要受油气有色相关行业拉动...但核心CPI受长假后服务价格季节性回落拖累转负，猪肉价格持续下跌形成较大拖累
2026-04-10_05|002|沈文思|事实判断|基本面因子|FD_007|通胀|中性|边际|中期|0.75|PPI呈现海外涨国内跌分化格局，后续因低基数效应将逐步回升至1%左右|PPI方面，4月前10天呈现海外涨国内跌分化格局...后续因低基数效应将逐步回升至1%左右
2026-04-10_05|003|沈文思|验证指标|基本面因子|FD_002|通胀走势|利多|边际|中期|0.7|CPI因食品续跌及石油黄金支撑减弱，同比或回落至0.8%-0.9%|CPI因食品价格续跌、石油和黄金支撑减弱，同比或回落至0.8%-0.9%
2026-04-10_05|004|沈文思|方向判断|基本面因子|FD_001|经济评估|利空|一般|中期|0.75|一季度数据偏强符合预期，基本面对债市并不友好|整体来看，一季度数据偏强符合预期，基本面对债市并不友好
2026-04-10_05|005|沈文思|交易表达|市场情绪因子|MS_004|久期策略|中性|边际|短期|0.75|短端利差极度压缩性价比回落，长端赔率有所修复可适当拉长久期|短端虽跟随低资金利率维持低位运行，但利差已极度压缩，性价比回落明显...长端赔率有所修复，在底仓基础上可适当拉长久期
2026-04-10_05|006|沈文思|风险提示|市场情绪因子|MS_012|止盈/止损行为|利空|边际|短期|0.7|交易盘对资金利率边际变化更敏感，可能继续震荡甚至回调|交易盘对资金利率边际变化更为敏感，可能继续震荡甚至回调
2026-04-10_06|001|徐天彤|方向判断|流动性因子|LQ_001|资金面判断|中性|边际|短期|0.8|资金面维持均衡偏松但价格已处低位，进一步下行空间有限|当前资金面维持均衡偏松但价格已处低位，进一步下行空间有限
2026-04-10_06|002|徐天彤|事实判断|政策面因子|PL_006|央行态度与信号|中性|边际|短期|0.75|公开市场操作或继续引导隔夜利率向政策利率回归|公开市场操作或继续引导隔夜利率向政策利率回归
2026-04-10_06|003|徐天彤|交易表达|市场情绪因子|MS_004|久期策略|中性|边际|短期|0.7|短端定价已较充分，若性价比持续下降交易区间可能向3-5年品种延伸|短端定价已较充分，若性价比持续下降，交易区间可能向3-5年品种延伸
2026-04-10_07|001|徐天彤|事实判断|流动性因子|LQ_002|央行投放节奏|中性|边际|短期|0.8|央行维持5-10亿地量投放并全额满足一级交易商需求，隔夜利率降至1.22%|近一周央行维持5-10亿地量投放并全额满足一级交易商需求，资金情绪均衡偏松，价格低位运行
2026-04-10_07|002|徐天彤|事实判断|流动性因子|LQ_005|资金价格中枢|中性|边际|短期|0.8|大型银行日均融出从4.84万亿回升至5.55万亿，中小行亦呈净融出状态|大型银行日均融出从上周4.84万亿回升至5.55万亿，连续5日增长...中小行自3月末以来亦呈资金净融出状态
2026-04-10_07|003|徐天彤|事实判断|流动性因子|LQ_003|同业存单利率|利多|边际|短期|0.75|同业存单利率持续下行，本周前三天已下行1.5-1.6BP，中长期资金压力可控|同业存单利率持续下行，本周前三天已下行1.5-1.6BP，延续3月下旬以来趋势，中长期资金压力可控
2026-04-10_07|004|徐天彤|因果链条|流动性因子|LQ_001|资金面判断|利多|边际|中期|0.75|银行负债端尚无不稳迹象，偏松格局受益于年初中长期资金大额投放|银行负债端尚无不稳迹象，3月以来偏松格局受益于年初1-2月中长期资金大额投放
2026-04-10_07|005|徐天彤|事实判断|政策面因子|PL_006|央行态度与信号|中性|边际|短期|0.8|地量投放源于银行资金需求降低而非央行主动收紧|地量投放源于银行资金需求降低而非央行主动收紧
2026-04-10_07|006|徐天彤|验证指标|流动性因子|LQ_001|资金面判断|中性|一般|短期|0.75|4月除20日缴税大月外其他资金面扰动因素较小|4月除4月20日缴税大月外，其他资金面扰动因素较小
2026-04-10_07|007|徐天彤|事实判断|机构行为因子|IB_003|赎回与资金流向|利多|一般|短期|0.75|固收+基金与纯债基金均呈申购状态，短期纯债基金为主，理财及信托资金回流|固收+基金与纯债基金均呈申购状态，其中短期纯债基金为主，理财及信托资金回流推动潜在基金申购
2026-04-10_07|008|徐天彤|事实判断|机构行为因子|IB_006|存款搬家|利多|一般|中期|0.7|4月作为理财规模年内增幅高点，后续配置需求仍存|4月作为理财规模年内增幅高点，后续配置需求仍存
2026-04-10_07|009|徐天彤|事实判断|机构行为因子|IB_005|久期管理|利多|边际|短期|0.7|基金为净买入主力偏好7-10年政金债及3年内信用债，保险公司卖出超长国债|基金为净买入主力，偏好7-10年政金债及3年内信用债；证券公司小幅买入超长利率债，保险公司卖出超长国债
2026-04-10_07|010|徐天彤|方向判断|市场情绪因子|MS_008|股债关系|利空|边际|短期|0.7|长端多空博弈聚焦于油价回落利好与风险偏好回升权益走强利空之间权衡|长端多空博弈聚焦于油价回落带来的输入性通胀担忧下降（利好）与风险偏好回升、权益走强（利空）之间的权衡
2026-04-10_07|011|徐天彤|方向判断|市场情绪因子|MS_010|区间判断|中性|边际|短期|0.75|短端或维持低位曲线继续陡峭化，若性价比持续下降交易区间延伸至3-5年|宽松资金面对短端仍有支撑，但当前短端利率对资金面宽松定价已较充分，若缺乏进一步宽松预期，下行空间受限
2026-04-10_08|001|项墩伟|方向判断|市场情绪因子|MS_009|信用利差|利空|边际|中期|0.75|信用利差整体已进入近一年低位，赔率较低意味着鱼尾行情延续但空间有限|信用利差整体已进入近一年低位，赔率较低意味着鱼尾行情延续但空间有限
2026-04-10_08|002|项墩伟|验证指标|机构行为因子|IB_003|赎回与资金流向|中性|一般|短期|0.7|需重点关注固收基金季报、固收加赎回持续性及理财规模增量等配置资金来源|后续需重点关注固收基金季报、固收加赎回持续性及理财规模增量等配置资金来源
2026-04-10_08|003|项墩伟|交易表达|市场情绪因子|MS_006|信用策略|中性|一般|中期|0.7|建议提升组合流动性、挖掘结构性机会，长端关注超长端换券行情交易机会|建议提升组合流动性、挖掘结构性机会，长端关注超长端换券行情带来的交易机会
2026-04-10_09|001|项墩伟|事实判断|市场情绪因子|MS_009|信用利差|利空|边际|短期|0.8|本周信用利差出现普遍压缩，信用表现明显优于利率，当前净利差整体降至近一年低位|本周信用利差出现普遍压缩，信用表现明显优于利率...当前净利差整体降至近一年低位
2026-04-10_09|002|项墩伟|方向判断|市场情绪因子|MS_009|信用利差|利空|边际|中期|0.75|利差整体进入低位缺乏进一步压降空间，当前类似鱼尾行情|从赔率角度看，利差整体进入低位，缺乏进一步压降空间，当前类似于鱼尾行情
2026-04-10_09|003|项墩伟|因果链条|流动性因子|LQ_001|资金面判断|中性|一般|中期|0.7|鱼尾长度取决于资金宽松持续性和债基理财配置资金持续性|鱼尾长度取决于资金宽松持续性和债基理财配置资金持续性
2026-04-10_09|004|项墩伟|交易表达|市场情绪因子|MS_006|信用策略|中性|一般|中期|0.7|建议信用等级上移提升组合流动性，考虑哑铃配置，关注曲线凸点7Y中短票|继续建议信用等级上移，提升组合整体流动性；考虑两头利差空间优于中段，适当考虑哑铃配置；关注曲线凸点
2026-04-10_09|005|项墩伟|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.7|30-10利差空间不算窄但市场担忧30Y活跃券可能被抛弃，实操择券难度大|30-10利差空间不算窄，但是市场担忧目前30Y的活跃券都有可能被抛弃，实操择券难度大
2026-04-10_09|006|项墩伟|验证指标|政策面因子|PL_009|财政节奏|中性|一般|短期|0.7|下周需关注特别国债发行计划，超长端可能继续交易换券行情|参考去年超长特国发行计划是在4月16日公布的，下周需要关注一下今年的特别国债发行计划
2026-04-10_10|001|高喆|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|短期|0.75|模型评分显示绝对水平和趋势程度均为震荡|模型评分显示绝对水平和趋势程度均为震荡
2026-04-10_10|002|高喆|方向判断|基本面因子|FD_005|经济增长动能|利空|边际|中期|0.7|经济模型维持9分偏弱判断但较上周略有好转|经济模型维持9分偏弱判断但较上周略有好转
2026-04-10_10|003|高喆|方向判断|市场情绪因子|MS_004|久期策略|利多|边际|短期|0.7|短端动量因子38分略偏多，期货基差因子由略偏高转略偏低|短端动量因子38分略偏多，期货基差因子由前周略偏高转为略偏低
2026-04-10_10|004|高喆|方向判断|市场情绪因子|MS_001|风险偏好变化|利多|边际|短期|0.75|市场对长端情绪已告别谨慎状态，对冲成本降低|市场对长端情绪已告别谨慎状态，对冲成本降低
2026-04-10_11|001|高喆|验证指标|市场情绪因子|MS_010|区间判断|中性|一般|短期|0.7|绝对水平预测成功，曲线形态预测不足|绝对水平预测成功，曲线行态预测不足
2026-04-10_11|002|高喆|方向判断|市场情绪因子|MS_004|久期策略|中性|一般|短期|0.75|伴随中短持续下行长端绝对点位相比短端信用债较高|伴随中短持续下行，长端绝对点位相比短端信用债较高，尤其是地方债
2026-04-10_11|003|高喆|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.7|中短债理财需求旺盛但进一步压缩空间不足|中短债理财的需求旺盛，但进一步压缩的空间不足
2026-04-10_11|004|高喆|方向判断|市场情绪因子|MS_001|风险偏好变化|利多|边际|短期|0.75|期货基差因子从略偏高转略偏低，市场对长端告别谨慎情绪对冲成本转低|期货基差因子-0.003元，从略偏高位置转向略偏低位置。显示市场对长端告别谨慎情绪，对冲成本转低
2026-04-10_12|001|张迪|方向判断|流动性因子|LQ_003|同业存单利率|利空|边际|短期|0.75|存单评分从三分下调至两分|本周评分边际变化在于存单评分从三分下调至两分
2026-04-10_12|002|张迪|事实判断|流动性因子|LQ_001|资金面判断|中性|边际|短期|0.75|资金面虽维持宽松但价格微幅抬升|资金面虽维持宽松但价格微幅抬升
2026-04-10_12|003|张迪|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.7|短端不建议追高，长端性价比相对突出，整体态度不悲观|短端不建议追高，长端性价比相对突出，整体态度不悲观
2026-04-10_13|001|张迪|事实判断|流动性因子|LQ_005|资金价格中枢|利空|边际|短期|0.75|资金价格已出现2-3BP的微幅抬升|资金价格已出现2-3BP的微幅抬升
2026-04-10_13|002|张迪|因果链条|流动性因子|LQ_001|资金面判断|利多|边际|短期|0.75|非银机构减少融出将资金存放银行，导致银行体系资金充裕DR007维持低位|因活期与资金间存在利差，非银机构减少融出、将资金存放银行，导致银行体系资金充裕，DR007等价格维持低位
2026-04-10_13|003|张迪|事实判断|流动性因子|LQ_004|存单供需|中性|一般|短期|0.7|同业活期套利现象极为显著，某大型银行分行同业活期规模已达万亿级别|当前同业活期套利现象极为显著，某大型银行分行同业活期规模已达万亿级别
2026-04-10_13|004|张迪|交易表达|市场情绪因子|MS_004|久期策略|中性|一般|短期|0.75|当前位置不建议追高，杠杆进行短端套息或转债套息策略相对稳妥|短端策略上，当前位置不建议追高，存单点位适中，运用杠杆进行短端套息或转债套息策略相对稳妥
2026-04-10_13|005|张迪|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利多|一般|中期|0.7|长端态度不悲观，曲线陡峭化行情已略有扭转稍走平坦，长端性价比相对突出|长端观点维持与上周一致，态度并不悲观...曲线陡峭化行情已略有扭转、稍走平坦，主因短端利率过低，长端性价比相对突出
2026-04-10_13|006|张迪|方向判断|基本面因子|FD_007|通胀|利空|边际|中期|0.7|物价等因素仍存偏利空影响，但更多作为交易层面考量|虽物价等因素仍存偏利空影响，但更多作为交易层面考量
2026-04-10_14|001|杨义山|方向判断|基本面因子|FD_005|经济增长动能|中性|一般|中期|0.75|宏观基本面韧性延续但缺乏强增长带动力|宏观基本面韧性延续但缺乏强增长带动力
2026-04-10_14|002|杨义山|事实判断|流动性因子|LQ_001|资金面判断|利多|一般|短期|0.8|资金面维持自发式宽松状态|资金面维持自发式宽松状态
2026-04-10_14|003|杨义山|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|短期|0.7|短期内债市定价或主要受外部情绪传导及长端换券因素影响|短期内债市定价或主要受外部情绪传导及长端换券因素影响
2026-04-10_15|001|杨义山|事实判断|基本面因子|FD_001|经济评估|中性|一般|中期|0.75|基本面维持两分，实际经济增长韧性突出，消费和外需表现良好|基本面维持两分，核心逻辑在于：除物价修复路径外，实际经济增长韧性突出
2026-04-10_15|002|杨义山|事实判断|基本面因子|FD_006|出口数据|利空|一般|中期|0.75|出口结构持续优化，"新三样"表现亮眼，广交会关注度显著提升|出口结构持续优化，"新三样"表现亮眼，从即将开幕的广交会情况来看，本期展会关注度显著提升
2026-04-10_15|003|杨义山|方向判断|基本面因子|FD_005|经济增长动能|中性|边际|中期|0.7|当前宏观环境韧性延续期，韧性更多体现为环比延续而非强增长驱动|目前韧性更多体现为环比延续而非强增长驱动
2026-04-10_15|004|杨义山|事实判断|流动性因子|LQ_001|资金面判断|利多|一般|短期|0.8|跨季后呈现自发式宽松，央行未进行有效回笼，公开市场维持地板量|资金面维持三分，但结构特征显著——跨季后呈现自发式宽松，央行未进行有效回笼
2026-04-10_15|005|杨义山|验证指标|流动性因子|LQ_001|资金面判断|中性|一般|短期|0.75|预计地板量操作延续至4月20日税期|公开市场操作维持地板量状态预计延续至4月20日税期
2026-04-10_15|006|杨义山|事实判断|市场情绪因子|MS_010|区间判断|利多|一般|短期|0.75|本周三曲线出现显著修正，短端至长端单日利差修复5BP基本抹平3月以来陡峭化幅度|本周三曲线出现显著修正，短端3年以内至长端7-10年单日利差修复5BP，基本抹平3月以来曲线陡峭化幅度
2026-04-10_15|007|杨义山|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|短期|0.7|后续曲线走向取决于税期前后资金面修正幅度及外部市场情绪传导|后续曲线走向取决于税期前后资金面修正幅度及外部市场情绪传导
2026-04-10_15|008|杨义山|验证指标|市场情绪因子|MS_010|区间判断|中性|一般|短期|0.7|10年国开与30年国债均处于关键换券位置需密切关注|10年国开与30年国债均处于关键换券位置，需密切关注
2026-04-10_16|001|李博良|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期|0.75|市场情绪相对偏平|市场情绪相对偏平
2026-04-10_16|002|李博良|方向判断|机构行为因子|IB_006|存款搬家|利多|一般|短期|0.75|理财资金入市逻辑未被中断|理财资金入市逻辑未被中断
2026-04-10_16|003|李博良|交易表达|市场情绪因子|MS_005|赔率与胜率判断|中性|边际|短期|0.7|中短端赔率虽低但未见资金拐点仍需标配|中短端赔率虽低但未见资金拐点仍需标配
2026-04-10_16|004|李博良|事实判断|流动性因子|LQ_004|存单供需|利多|边际|短期|0.7|存单供给受限或延缓资金面收敛|存单供给受限或延缓资金面收敛
2026-04-10_16|005|李博良|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.7|利率债看平，30年超长端赔率较高可关注波段交易机会|利率债看平，30年超长端赔率较高可关注波段交易机会
2026-04-10_17|001|李博良|事实判断|机构行为因子|IB_006|存款搬家|利多|一般|短期|0.75|理财资金申购债基逻辑尚未中断，虽被固收加分流但申购资金持续流入|理财资金申购债基的逻辑尚未中断，虽被固收加分流但理财申购资金持续流入
2026-04-10_17|002|李博良|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|中期|0.7|市场对美伊冲突再钝化趋势明显，短期对通胀交易趋于钝化|市场对美伊冲突的再钝化趋势明显...短期对通胀交易趋于钝化
2026-04-10_17|003|李博良|方向判断|基本面因子|FD_007|通胀|利空|边际|中期|0.7|中期温和通胀有助于经济底部抬升，存在短期逻辑与中期逻辑的分化|中期温和通胀有助于经济底部抬升，存在短期逻辑与中期逻辑的分化
2026-04-10_17|004|李博良|因果链条|流动性因子|LQ_001|资金面判断|利多|边际|中期|0.7|人民币在升值通道中可能伴随流动性流入，短期资金面大幅收敛概率不大|人民币在升值通道中可能伴随流动性流入，短期资金面大幅收敛概率不大
2026-04-10_17|005|李博良|事实判断|流动性因子|LQ_001|资金面判断|利多|边际|短期|0.75|货基已无净融出大家都在套利，套利最终会被抹平但过程缓慢|货基目前已无净融出大家都在套利，套利最终会被抹平但过程缓慢
2026-04-10_17|006|李博良|事实判断|流动性因子|LQ_004|存单供需|利多|一般|中期|0.7|存单与金融债额度共同管控下存单供给大幅上量空间有限|存单与金融债额度共同管控下存单供给大幅上量空间有限
2026-04-10_17|007|李博良|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|5年二永下行较多后超额收益已不显著，市场正从5年高等级向中等级信用资质延伸|5年二永下行较多后超额收益已不显著，市场正从5年高等级向中等级信用资质延伸
2026-04-10_17|008|李博良|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.7|利率债看平，30年超长端赔率高可关注波段交易|利率债方面看平，地缘冲突若缓和则30年超长端有阶段性机会，30年虽逻辑不是很顺但赔率高
2026-04-10_18|001|武玥|交易表达|市场情绪因子|MS_005|赔率与胜率判断|中性|边际|短期|0.75|短端赔率虽低但资金未见拐点仍需标配|短端赔率虽低但资金未见拐点仍需标配
2026-04-10_18|002|武玥|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利多|边际|中期|0.7|长端赔率相对更有吸引力但需等待催化剂|长端赔率相对更有吸引力但需等待催化剂
2026-04-10_18|003|武玥|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.75|整体维持中性判断，重点关注曲线修复和结构性机会|整体维持中性判断，重点关注曲线的修复和结构性机会
2026-04-10_18|004|武玥|交易表达|市场情绪因子|MS_004|久期策略|利多|边际|中期|0.7|可适度向长端寻找更好结构，通过曲线形态优化获取超额收益|在曲线赔率分化背景下可适度向长端寻找更好的结构，长端赔率边际下降但仍可主动布局
2026-04-10_19|001|武玥|事实判断|流动性因子|LQ_005|资金价格中枢|利空|边际|短期|0.75|资金价格有微微上行迹象但幅度很小（2-3bp），非银机构减少融出转套利存活期|从套利交易体感来看资金价格有微微上行迹象但幅度很小（2-3bp）
2026-04-10_19|002|武玥|事实判断|流动性因子|LQ_001|资金面判断|利多|一般|短期|0.75|银行端资金极度充裕，同业扶持体量惊人（大行分行已超万亿）|因活期和资金之间存在利差非银机构减少融出转而套利存活期，导致银行端资金极度充裕
2026-04-10_19|003|武玥|交易表达|市场情绪因子|MS_004|久期策略|中性|边际|短期|0.7|短端点位已不具吸引力但杠杆套息效果尚可，不建议过度追求资本利得|短端策略上虽点位已不具吸引力但杠杆套息效果尚可，不建议过度追求资本利得
2026-04-10_19|004|武玥|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利多|一般|中期|0.75|长端性价比相对更有吸引力，从陡峭稍微走平|长端维持不悲观判断，从陡峭稍微有所扭转走平了一点，长端性价比相对更有吸引力
2026-04-10_19|005|武玥|方向判断|市场情绪因子|MS_010|区间判断|利多|一般|短期|0.75|短端下行空间有限且性价比低，曲线继续陡峭化概率较高|短期看曲线继续陡峭化概率较高，重点抓手在短端
2026-04-10_19|006|武玥|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利多|边际|中期|0.75|长端赔率此前99%分位边际下降至97%-96%分位，整体赔率仍不低|长端赔率此前处于极高位置（对应99%分位），目前边际下降至97%-96%分位附近
2026-04-10_19|007|武玥|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.7|长端缺乏趋势性机会，更多是结构性机会，可通过曲线形态优化获取超额收益|长端并非完全没有机会，而是缺乏趋势性机会，更多是结构性的机会
2026-04-10_20|001|柴颖颖|方向判断|基本面因子|FD_001|经济评估|利空|一般|中期|0.75|债市当前核心矛盾在于对未来经济预期的分歧|债市当前核心矛盾在于对未来经济预期的分歧
2026-04-10_20|002|柴颖颖|方向判断|市场情绪因子|MS_008|股债关系|利空|边际|短期|0.75|股债性价比已向股票倾斜|股债性价比已向股票倾斜
2026-04-10_20|003|柴颖颖|方向判断|市场情绪因子|MS_005|赔率与胜率判断|中性|一般|中期|0.75|资金宽松提供底部支撑但赔率最丰厚阶段已过，建议保持谨慎|资金宽松提供底部支撑但赔率最丰厚阶段已过，建议保持谨慎
2026-04-10_21|001|柴颖颖|事实判断|市场情绪因子|MS_008|股债关系|利空|边际|短期|0.75|万得全A股息率与10年期国债收益率基本持平约1.8%附近，天平向股票倾斜|万得全A股息率与10年期国债收益率目前基本持平（约1.8%附近），而历史上10年期国债收益率大部分时候高于万得全A股息率
2026-04-10_21|002|柴颖颖|方向判断|机构行为因子|IB_003|赎回与资金流向|利空|一般|短期|0.7|固收加基金净申购明显增多，买方机构判断最坏时间已过去对债市边际偏不利|固收加基金方面，从上周后段开始净申购明显增多，市场底部风险偏好抬升较为显著...这对债市边际偏不利
2026-04-10_21|003|柴颖颖|事实判断|政策面因子|PL_006|央行态度与信号|中性|边际|短期|0.75|央行操作仍偏被动式未主动大幅收紧，避免造成市场过大波动|央行操作仍偏被动式，未主动大幅收紧，避免造成市场过大波动
2026-04-10_21|004|柴颖颖|方向判断|机构行为因子|IB_005|久期管理|中性|一般|中期|0.7|机构行为分歧较大，部分头部基金看好债市但也有基金经理不再进一步提升久期|机构行为分歧较大，部分头部基金公司如华夏基金明确看好今年债市，但也有基金经理明确表示不再进一步提升久期
